kikuyu	english
Amwe mookire kuuma Efiraimu, arĩa iruka ciao ciarĩ kũu Amaleki; Benjamini aarĩ hamwe na andũ arĩa maakũrũmĩrĩire. Anene a ita cia mbaara nĩmaikũrũkire kuuma Makiru, nakuo Zebuluni gũkiuma arĩa maanyiitaga rũthanju rwa mũnene wa mbũtũ cia ita.	Yahweh looked at him, and said, “Go in this your might, and save Israel from the hand of Midian. Haven’t I sent you?”
nĩ ũndũ ũcio mũthamaki akĩnjũũria atĩrĩ, “Nĩ kĩĩ gĩtũmĩte ũtukie gĩthiithi ũguo na ndũrĩ mũrũaru? Ũndũ ũcio no uumanire na kĩeha kĩa ngoro.” Na niĩ ngĩĩtigĩra mũno,	The king said to me, “Why is your face sad, since you are not sick? This is nothing else but sorrow of heart.” Then I was very much afraid.
Ũguo nĩguo andũ a Benjamini meekire. O rĩrĩa airĩtu maainaga-rĩ, o mũndũ akĩnyiita ũmwe, na akĩmũkuua agatuĩke mũtumia wake. Hĩndĩ ĩyo magĩcooka kũrĩ igai rĩao, magĩaka matũũra mao rĩngĩ, na magĩtũũra kuo. Na ihinda rĩu andũ a Isiraeli makiuma kũndũ kũu, makĩinũka mũciĩ kũrĩ mĩhĩrĩga yao na nyũmba ciao, o mũndũ kũrĩ igai rĩake.	The children of Benjamin did so, and took wives for themselves according to their number, of those who danced, whom they carried off. They went and returned to their inheritance, built the cities, and lived in them.
Abimeleku akĩhũũrana na itũũra rĩu inene mũthenya wothe nginya akĩrĩtaha na akĩũraga andũ a rĩo othe. Ningĩ akĩananga itũũra rĩu inene, na akĩrĩitĩrĩria cumbĩ.	Abimelech fought against the city all that day; and he took the city and killed the people in it. He beat down the city and sowed it with salt.
Andũ a Diboni nĩmambatĩte magathiĩ hekarũ-inĩ yao, mambatĩte kũrĩa gũtũũgĩru makarĩrĩre kuo; andũ a Moabi maraagirĩka nĩ ũndũ wa Nebo na Medeba. Mĩtwe yao yothe nĩyenjetwo, na nderu ciao ciothe ikenjwo.	For it will be that as wandering birds, as a scattered nest, so will the daughters of Moab be at the fords of the Arnon.
Jehova agĩcinwo nĩ marakara mũthenya ũcio, akĩĩhĩta na mwĩhĩtwa ũyũ:	All their cities in the places in which they lived, and all their encampments, they burned with fire.
Mũndũ mwega aaragia maũndũ mega moimĩte mũthiithũ-inĩ wake mwega, nake mũndũ mũũru aaragia maũndũ mooru moimĩte mũthiithũ-inĩ wake mũũru. No ngũmwĩra atĩrĩ, mũthenya wa itua rĩa ciira, andũ nĩmakaheana ũhoro wa ciugo ciothe cia tũhũ iria manaaria.	The good man out of his good treasure† brings out good things, and the evil man out of his evil treasure brings out evil things.
Ariũ na aarĩ a Ithe witũ inyuĩ nyenda mũno, menyai ũũ: O mũndũ nĩahiũhage gũthikĩrĩria, no ndakahiũhage kwaria o na kana kũrakara,	So, then, my beloved brothers, let every man be swift to hear, slow to speak, and slow to anger;
Hĩndĩ ĩyo kanitha wa Judea guothe, na Galili, na Samaria ũgĩkenera ihinda rĩa thayũ. Nĩwon- gereirwo hinya; na ũkĩũmĩrĩrio nĩ Roho Mũtheru, na ũkĩongererwo andũ, nao magĩtũũra metigĩrĩte Mwathani. Ainea na Dorokasi Na rĩrĩ, rĩrĩa Petero aaceeraga kũndũ na kũndũ bũrũri-inĩ, nĩathiire gũceerera andũ arĩa aamũre a kũu Lida.	So the assemblies throughout all Judea, Galilee, and Samaria had peace and were built up. They were multiplied, walking in the fear of the Lord and in the comfort of the Holy Spirit.
nĩguo aiguĩre maithe maitũ tha, na aririkane kĩrĩkanĩro gĩake gĩtheru,	to show mercy toward our fathers, to remember his holy covenant,
Arĩithi acio matikoona kũndũ gwa kũũrĩra, na atongoria a rũũru rwa mbũri matikoona gwa gwĩtharĩra.	The shepherds will have no way to flee. The leader of the flock will have no escape.
“Mũndũ angĩgeria gũkũgwetera koigo kamwe-rĩ, hihi wamũkirĩrĩria?	“If someone ventures to talk with you, will you be grieved? But who can withhold himself from speaking?
Nĩtũkũringa tũrĩ mbere ya Jehova tũtoonye bũrũri wa Kaanani twĩohete indo cia mbaara, no kũndũ kũrĩa ithuĩ tũkaagaya-rĩ, gũgaakorwo kũrĩ mbarĩ ĩno ya Jorodani.”	We will pass over armed before Yahweh into the land of Canaan, and the possession of our inheritance shall remain with us beyond the Jordan.”
Nũũ ũngĩambata kĩrĩma-inĩ kĩa Jehova? Nũũ ũngĩrũgama handũ harĩa hake haamũre? Nĩ mũndũ ũrĩa ũrĩ na moko matheru na akaaga ũũru ngoro, na ũrĩa ngoro yake ĩtahooyaga mũhianano, o na kana akeehĩta na maheeni.	Yes, no one who waits for you will be shamed. They will be shamed who deal treacherously without cause.
akĩmwĩra atĩrĩ, “Ngaathikĩrĩria ciira waku andũ arĩa magũthitangĩte mooka.” Agĩcooka agĩathana Paũlũ aikare arangĩrĩtwo kũu nyũmba-inĩ ya ũthamaki ya Herode.	“I will hear you fully when your accusers also arrive.” He commanded that he be kept in Herod’s palace.
Angĩkorwo Ngai nĩagoocithĩtio thĩinĩ wake, Ngai nĩekũgoocithia Mũriũ arĩ thĩinĩ wake mwene, na amũgoocithie o narua.	If God has been glorified in him, God will also glorify him in himself, and he will glorify him immediately.
Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ, “Niĩ nĩngũũkĩrĩire. Nĩngacina ngaari ciaku cia ita na mwaki, naruo rũhiũ rwa njora nĩrũkaniina mĩrũũthi yaku ĩrĩa mĩĩthĩ. Ndigagũtigĩria kĩndũ gĩa kũguĩma gũkũ thĩ. Nayo mĩgambo ya andũ arĩa ũtũmaga ndĩgaacooka kũiguuo rĩngĩ.”	You who have purer eyes than to see evil, and who cannot look on perversity, why do you tolerate those who deal treacherously and keep silent when the wicked swallows up the man who is more righteous than he,
“Mũthenya ũcio mũnabii o wothe nĩagaconoka nĩ ũndũ wa kĩoneki kĩa ũrathi wake. Ndakehumba nguo ya maguoya ya mũnabii nĩguo aheenie andũ.	But when day had already come, Jesus stood on the beach; yet the disciples didn’t know that it was Jesus.
Mũthenya ũrĩa Jehova aaneanire Aamori kũrĩ a Isiraeli-rĩ, Joshua akĩarĩria Jehova, andũ a Isiraeli makĩiguaga, akĩmwĩra atĩrĩ: “We riũa-rĩ, rũgama o ũguo wĩhaande igũrũ rĩa Gibeoni, O nawe mweri-rĩ, rũgama o ro ũguo wĩhaande igũrũ rĩa Gĩtuamba kĩa Aijaloni.” Nĩ ũndũ ũcio riũa rĩkĩrũgama o ro ũguo, naguo mweri ũkĩrũgama, o nginya rĩrĩa rũrĩrĩ rũu rwerĩhĩirie harĩ thũ ciao, o ta ũrĩa kwandĩkĩtwo Ibuku-inĩ rĩa Jasharu. Riũa rĩarũgamire o kũu matu-inĩ gatagatĩ na rĩkĩamba gũtiga gũthũa handũ ha mũthenya mũgima.	Then Joshua spoke to Yahweh in the day when Yahweh delivered up the Amorites before the children of Israel. He said in the sight of Israel, “Sun, stand still on Gibeon! You, moon, stop in the valley of Aijalon!”
Wee ũrĩ mwega, na nĩwĩkaga o wega; nduta kĩrĩra kĩa watho waku.	You are good, and do good. Teach me your statutes.
Nĩmeyohage iremba cia gatani mĩtwe, na nguo cia gatani cia thĩinĩ njohero-inĩ. Matikanehumbe kĩndũ o na kĩrĩkũ kĩngĩtũma mathigine.	They shall have linen turbans on their heads, and shall have linen trousers on their waists. They shall not clothe themselves with anything that makes them sweat.
Hĩndĩ ĩyo nĩmũkamenya atĩ niĩ ndĩ thĩinĩ wa Isiraeli, na atĩ niĩ nĩ niĩ Jehova Ngai wanyu, na atĩ gũtirĩ ũngĩ; andũ akwa matigacooka gũconorithio rĩngĩ. Mũthenya wa Jehova	You will know that I am among Israel, and that I am Yahweh, your God, and there is no one else; and my people will never again be disappointed.
Arĩ kũu agĩkora mũndũ wetagwo Ainea warĩ na mũrimũ wa gũkua ciĩga, na aatũũrĩte akomete gĩtanda-inĩ ihinda rĩa mĩaka ĩnana.	There he found a certain man named Aeneas, who had been bedridden for eight years because he was paralyzed.
Magĩcaria ũrĩa mangĩmũnyiita tondũ nĩmamenyire aaragia ũhoro wao na ngerekano ĩyo, no nĩmetigagĩra kĩrĩndĩ; nĩ ũndũ ũcio magĩtigana nake, magĩthiĩ. Kũrĩha Igooti kũrĩ Kaisari	“Brother will deliver up brother to death, and the father his child. Children will rise up against parents and cause them to be put to death.
Ũguo nĩguo ndũũrĩte gwaku mũciĩ handũ-inĩ ha mĩaka ĩyo mĩrongo ĩĩrĩ. Ndakũrutĩire wĩra mĩaka ikũmi na ĩna nĩ ũndũ wa airĩtu aku eerĩ, na mĩaka ĩtandatũ nĩ ũndũ wa mahiũ maku; no rĩrĩ, wagarũrire mũcaara wakwa maita ikũmi.	These twenty years I have been in your house. I served you fourteen years for your two daughters, and six years for your flock, and you have changed my wages ten times.
na thenge ĩmwe ya igongona rĩa kũhoroherio mehia;	one male goat for a sin offering;
“Ningĩ agĩtũma ndungata ingĩ agĩciĩra atĩrĩ, ‘Ĩrai acio metĩtwo atĩ nĩndĩkĩtie kũhaarĩria iruga: Ndegwa ciakwa na ngʼombe iria noru nĩirĩkĩtie gũthĩnjwo na maũndũ mothe nĩmahaarĩrie. Ũkai iruga-inĩ rĩa ũhiki.’	Again he sent out other servants, saying, ‘Tell those who are invited, “Behold, I have prepared my dinner. My cattle and my fatlings are killed, and all things are ready. Come to the wedding feast!” ’
Wĩra wothe wa hinya ũrehaga uumithio, no mĩario mĩtheri ĩrehaga o ũthĩĩni.	In all hard work there is profit, but the talk of the lips leads only to poverty.
Hĩ! Ĩ meciiria maku matikĩrĩ ma bata harĩ niĩ, Wee Mũrungu! Kaĩ mũigana wamo nĩ mũnene-ĩ!	How precious to me are your thoughts, God! How vast is their sum!
ngĩrega Esaũ, bũrũri wake wa irĩma ngĩwananga ũgĩtuĩka tũhũ, narĩo igai rĩake ngĩrĩtua werũ wa gũikaragwo nĩ mbwe.”	Behold, I will rebuke your offspring,† and will spread dung on your faces, even the dung of your feasts; and you will be taken away with it.
Nayo hitho ya njata icio mũgwanja wonire guoko-inĩ gwakwa kwa ũrĩo, na ya mĩtĩ ĩyo mũgwanja ya thahabu ya kũigĩrĩra matawa nĩ ĩno: Njata icio mũgwanja nĩ araika a makanitha marĩa mũgwanja, nayo mĩtĩ ĩyo mũgwanja ya kũigĩrĩra matawa nĩ makanitha macio mũgwanja.	The mystery of the seven stars which you saw in my right hand, and the seven golden lamp stands is this: The seven stars are the angels§ of the seven assemblies. The seven lamp stands are seven assemblies.
Akĩĩra andũ acio othe atĩrĩ, “Atĩrĩrĩ! Ihiga rĩĩrĩ nĩrĩo rĩgũtuĩka mũira witũ wa ũrĩa tuoiga. Nĩrĩiguĩte ciugo ciothe iria Jehova atwĩrĩte. Nĩrĩo rĩgũtuĩka mũira wanyu mũngĩkaaga kwĩhokeka harĩ Ngai wanyu.” Gũthikwo Bũrũri-inĩ wa Kĩĩranĩro Nake Joshua agĩcooka akĩĩra andũ acio mathiĩ, o mũndũ acooke kũrĩa igai rĩake rĩarĩ.	Joshua said to all the people, “Behold, this stone shall be a witness against us, for it has heard all Yahweh’s words which he spoke to us. It shall be therefore a witness against you, lest you deny your God.”
Acookanĩrĩirie mbũtũ cia thigari iria njamba, no ciũkaga ikĩhĩngagwo. Iguthũkaga nginya rũthingo-inĩ rwa itũũra inene; ituĩkaga ta ngo ya kũrĩgitĩra.	He summons his picked troops. They stumble on their way. They dash to its wall, and the protective shield is put in place.
Nĩngũmũũkĩrĩra, inyuĩ andũ a Jerusalemu, o inyuĩ mũtũũraga rũgongo igũrũ rwa gĩtuamba gĩkĩ, kũrĩa kwaraganu ndwaro-inĩ cia mahiga, ũguo nĩguo Jehova ekuuga, o wee uugaga atĩrĩ, “Nũũ ũngĩhota gũtũũkĩrĩra? Nũũ ũngĩkĩhota gũtoonya kĩũrĩro-inĩ giitũ?”	“Woe to him who builds his house by unrighteousness, and his rooms by injustice; who uses his neighbor’s service without wages, and doesn’t give him his hire;
Maarĩkia kũrĩhwo, makĩambĩrĩria kũnugunĩkĩra mwene mũgũnda.	When they received it, they murmured against the master of the household,
Akĩiga ndungata cia andũ-a-nja na ciana ciacio mbere, nake Lea na ciana ciake makĩrũmĩrĩra, nake Rakeli na Jusufu makĩrigia thuutha. Nake we mwene akĩmatongoria, na rĩrĩa aakuhĩrĩirie mũrũ wa nyina, akĩinamĩrĩra, agĩturumithia ũthiũ wake thĩ maita mũgwanja.	He put the servants and their children in front, Leah and her children after, and Rachel and Joseph at the rear.
Nĩgũkorwo ũndũ ũyũ wĩkĩtwo nĩ mũtumia wa mũthamaki nĩũkũmenyeka nĩ andũ-a-nja othe, na nĩ ũndũ ũcio nĩmarĩmenagĩrĩria athuuri ao makoiga atĩrĩ, ‘Mũthamaki Ahasuerusu araathanire Vashiti mũtumia wa mũthamaki arehwo mbere yake, no ndaigana gũthiĩ.’	The king loved Esther more than all the women, and she obtained favor and kindness in his sight more than all the virgins; so that he set the royal crown on her head, and made her queen instead of Vashti.
TEKEL nĩ ta kuuga: Wee nĩũthimĩtwo na ratiri, ũkoneka nĩũtigairie.	TEKEL: you are weighed in the balances, and are found wanting.
Ũndũ ũcio moigire nĩwakenirie gĩkundi kĩu gĩothe. Nao magĩthuura Stefano, mũndũ waiyũrĩtwo nĩ wĩtĩkio na Roho Mũtheru, na Filipu, na Porokoro, na Nikanora, na Timoni, na Paramena, na Nikola, mũndũ wa kuuma Antiokia ũrĩa wagarũrũkĩte agatuĩka Mũyahudi.	These words pleased the whole multitude. They chose Stephen, a man full of faith and of the Holy Spirit, Philip, Prochorus, Nicanor, Timon, Parmenas, and Nicolaus, a proselyte of Antioch,
Agĩthiĩ na mbere, akiuga atĩrĩ, “Nĩkĩo ndamwĩrire atĩ gũtirĩ mũndũ ũngĩhota gũũka kũrĩ niĩ atahotithĩtio nĩ Baba.”	He said, “For this cause I have said to you that no one can come to me, unless it is given to him by my Father.”
Nĩgeetha ngoro iringĩke, nao arĩa magwĩte maingĩhe, nĩnjigĩte rũhiũ rwa njora rwa kũũragana ihingo-inĩ ciao ciothe. Hĩ! Rũthondeketwo rũhenagie ta rũheni,	As it is written, “He who gathered much had nothing left over, and he who gathered little had no lack.”*
Jakubu akĩmaka mũno na akĩnyamarĩka, akĩgayania andũ arĩa aarĩ nao ikundi igĩrĩ, o na ndũũru cia mbũri na ndũũru cia ngʼombe o na ngamĩĩra nacio.	Then Jacob was greatly afraid and was distressed. He divided the people who were with him, along with the flocks, the herds, and the camels, into two companies.
Mũthenya ũmwe, ngoma thũku ĩkĩmacookeria ĩkĩmeera atĩrĩ, “Jesũ nĩndĩmũũĩ na nĩnjũũĩ ũhoro wa Paũlũ, no inyuĩ mũrĩ a?”	but if they are questions about words and names and your own law, look to it yourselves. For I don’t want to be a judge of these matters.”
Ta thikĩrĩriai ũrĩa arĩithi maraarĩra, makĩgirĩkaga: ũrĩithio wao ũrĩa mũnoru nĩwanangĩtwo! Ta thikĩrĩriai mũraramo wa mĩrũũthi;	A voice of the wailing of the shepherds! For their glory is destroyed—a voice of the roaring of young lions! For the pride of the Jordan is ruined.
Nao makĩanĩrĩra, magĩcookia atĩrĩ, “Aca, tũtikwenda ũcio! Tuohorere Baraba!” Na rĩrĩ, Baraba ũcio aarĩ mũtunyani.	Then they all shouted again, saying, “Not this man, but Barabbas!” Now Barabbas was a robber.
Wee ũcookagia andũ magatuĩka rũkũngũ, ũkoiga atĩrĩ, “Cookai rũkũngũ-inĩ, inyuĩ ciana ici cia andũ.”	You turn man to destruction, saying, “Return, you children of men.”
Rũrĩmĩ rũrĩa rũrehaga kĩhonia nĩ ta mũtĩ wa muoyo, no rũrĩmĩ rwa maheeni rũthuthaga ngoro.	Yahweh has made everything for its own end— yes, even the wicked for the day of evil.
Ngai-rĩ, no agĩkũrĩhe kũringana na ũrĩa wee ũkwenda rĩrĩa ũregete kwĩrira? No nginya we ũtue itua, no ti niĩ; nĩ ũndũ ũcio kĩnjĩĩre ũrĩa ũũĩ.	Shall his recompense be as you desire, that you refuse it? For you must choose, and not I. Therefore speak what you know.
Mũthĩnjĩri-Ngai nĩagaacinĩra maguta macio kĩgongona-inĩ, no gĩthũri gĩtuĩke kĩa Harũni na ariũ ake. No nginya mũheage mũthĩnjĩri-Ngai kĩero kĩa ũrĩo kĩa maruta manyu ma ũiguano kĩrĩ kĩheo kĩanyu kũrĩ o.	The priest shall burn the fat on the altar, but the breast shall be Aaron’s and his sons’.
Anene akuo, na andũ arĩa ogĩ, o na abarũthi akuo, o ũndũ ũmwe na anene akuo, o na njamba ciakuo iria irĩ hinya, othe nĩngatũma marĩĩo nĩ njoohi; magaakoma nginya tene, na matiũkĩre,” nĩguo Mũthamaki ekuuga, o we ũrĩa rĩĩtwa rĩake arĩ Jehova Mwene-Hinya-Wothe.	I will make her princes, her wise men, her governors, her deputies, and her mighty men drunk. They will sleep a perpetual sleep, and not wake up,” says the King, whose name is Yahweh of Armies.
Jehova ekuuga atĩrĩ, “Githĩ mũthenya ũcio ndikaananga andũ arĩa oogĩ a Edomu, na nyanange andũ arĩa marĩ ũmenyo kũu irĩma-inĩ cia Esaũ?	“Won’t I in that day”, says Yahweh, “destroy the wise men out of Edom, and understanding out of the mountain of Esau?
Thuutha wa mũgambo ũcio kũiguĩka, makĩona atĩ Jesũ aarĩ wiki. Nao arutwo magĩkira ki na ũhoro ũcio, gũtirĩ mũndũ o na ũmwe meerire matukũ-inĩ macio maũndũ marĩa moonete. Jesũ Kũhonia Kamwana kaarĩ na Ngoma Thũku	When the voice came, Jesus was found alone. They were silent, and told no one in those days any of the things which they had seen.
Nowe Mariamu akĩiga maũndũ macio mothe ngoro-inĩ yake, na agĩikara akĩmeciiragia. Nao arĩithi acio makĩhũndũka, magĩkumagia na makĩgoocaga Ngai nĩ ũndũ wa maũndũ macio mothe maiguĩte na makoona, o ta ũrĩa meerĩĩtwo. Jesũ Gũtwarwo Hekarũ	The angel answered him, “I am Gabriel, who stands in the presence of God. I was sent to speak to you and to bring you this good news.
Kĩgũũta gĩticimbaga hĩndĩ ya irĩma; nĩ ũndũ ũcio hĩndĩ ya magetha gĩathiĩ kũmaatha gĩtirĩ kĩndũ kĩonaga.	Wealth adds many friends, but the poor is separated from his friend.
(Nĩ mũnegeni na mũngʼathia, na magũrũ make matikiragĩrĩria mũciĩ;	She is loud and defiant. Her feet don’t stay in her house.
Mũgambo ũkĩmwarĩria riita rĩa keerĩ ũkĩmwĩra atĩrĩ, “Ndũkanoige kĩndũ o na kĩrĩkũ kĩrĩa Ngai atheretie atĩ ti kĩamũre.”	But the Lord said to him, “Go your way, for he is my chosen vessel to bear my name before the nations and kings, and the children of Israel.
Nĩngatũma matũũra maku manangwo nawe nĩũgaakira ihooru. Hĩndĩ ĩyo nĩũkamenya atĩ niĩ nĩ niĩ Jehova.	I will lay your cities waste, and you will be desolate. Then you will know that I am Yahweh.
Hanyũkaga o na njĩra ya maathani maku, nĩgũkorwo nĩwohorithĩtie ngoro yakwa. Kũhooya Kũmenya Watho	I run in the path of your commandments, for you have set my heart free. HE
